Auction_id,Auction_Desc,Round,bip_name,License Name,License Size,bip_desc,bidder_name,Round of High Bid,bid_amt,net_bid_amt,Bidding Credit,Increments of Bid,Prev High Bidder,Round of Prev High Bid,Prev Gross,Prev Net,Prev Bidding Credit,Bids,Min Acceptable Bid,Population
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA002-F,YCBEA002F,1.25,"Portland, ME",Nextel Spectrum Acquisition Corp.,16,50000,50000,-,0,Motient Communications Company,15,"$42,000","$42,000",-,-,"$55,000.00","694,793.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA002-FF,YCBEA002FF,1.25,"Portland, ME",Nextel Spectrum Acquisition Corp.,1,3500,3500,-,0,FCC,-,-,-,-,-,"$3,900.00","694,793.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA003-D,YCBEA003D,1.25,Boston-Worcester-Lawrence-Lowe,Nextel Spectrum Acquisition Corp.,20,1148000,1148000,-,0,"Southern Communications Services, Inc",19,"$957,000","$957,000",-,-,"$1,263,000.00","7,445,016.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA003-DD,YCBEA003DD,1.25,Boston-Worcester-Lawrence-Lowe,Nextel Spectrum Acquisition Corp.,20,1148000,1148000,-,0,"Southern Communications Services, Inc",19,"$957,000","$957,000",-,-,"$1,263,000.00","7,445,016.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA003-E,YCBEA003E,1.25,Boston-Worcester-Lawrence-Lowe,Nextel Spectrum Acquisition Corp.,20,947000,947000,-,0,"Southern Communications Services, Inc",19,"$789,000","$789,000",-,-,"$1,042,000.00","7,445,016.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA003-EE,YCBEA003EE,1.25,Boston-Worcester-Lawrence-Lowe,Nextel Spectrum Acquisition Corp.,20,1148000,1148000,-,0,"Southern Communications Services, Inc",19,"$957,000","$957,000",-,-,"$1,263,000.00","7,445,016.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA003-F,YCBEA003F,1.25,Boston-Worcester-Lawrence-Lowe,Nextel Spectrum Acquisition Corp.,20,1148000,1148000,-,0,"Southern Communications Services, Inc",19,"$957,000","$957,000",-,-,"$1,263,000.00","7,445,016.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA003-FF,YCBEA003FF,1.25,Boston-Worcester-Lawrence-Lowe,Nextel Spectrum Acquisition Corp.,29,1321000,1321000,-,0,"Southern Communications Services, Inc",19,"$1,148,000","$1,148,000",-,-,"$1,453,000.00","7,445,016.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA004-D,YCBEA004D,1.25,"Burlington, VT-NY",Nextel Spectrum Acquisition Corp.,68,8200,8200,-,0,Winsome Paging Inc.,67,"$7,100","$4,615",0.35,-,"$9,000.00","568,377.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA004-DD,YCBEA004DD,1.25,"Burlington, VT-NY",Nextel Spectrum Acquisition Corp.,74,10000,10000,-,0,Winsome Paging Inc.,73,"$8,600","$5,590",0.35,-,"$11,000.00","568,377.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA004-E,YCBEA004E,1.25,"Burlington, VT-NY",Nextel Spectrum Acquisition Corp.,23,149000,149000,-,0,Motient Communications Company,22,"$124,000","$124,000",-,-,"$164,000.00","568,377.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA004-EE,YCBEA004EE,1.25,"Burlington, VT-NY",Nextel Spectrum Acquisition Corp.,19,72000,72000,-,0,Motient Communications Company,18,"$60,000","$60,000",-,-,"$79,000.00","568,377.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA004-F,YCBEA004F,1.25,"Burlington, VT-NY",Winsome Paging Inc.,75,8900,5785,0.35,0,Nextel Spectrum Acquisition Corp.,66,"$8,100","$8,100",-,-,"$10,000.00","568,377.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA004-FF,YCBEA004FF,1.25,"Burlington, VT-NY",Nextel Spectrum Acquisition Corp.,50,7300,7300,-,0,Winsome Paging Inc.,24,"$6,600","$4,290",0.35,-,"$8,000.00","568,377.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA005-D,YCBEA005D,1.25,"Albany-Schenectady-Troy, NY",Nextel Spectrum Acquisition Corp.,4,9800,9800,-,0,Winsome Paging Inc.,3,"$8,200","$5,330",0.35,-,"$11,000.00","1,147,154.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA005-DD,YCBEA005DD,1.25,"Albany-Schenectady-Troy, NY",Nextel Spectrum Acquisition Corp.,18,124000,124000,-,0,Motient Communications Company,17,"$103,000","$103,000",-,-,"$136,000.00","1,147,154.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA005-E,YCBEA005E,1.25,"Albany-Schenectady-Troy, NY",Nextel Spectrum Acquisition Corp.,27,121000,121000,-,0,Motient Communications Company,26,"$101,000","$101,000",-,-,"$133,000.00","1,147,154.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA005-EE,YCBEA005EE,1.25,"Albany-Schenectady-Troy, NY",Nextel Spectrum Acquisition Corp.,10,29000,29000,-,0,Motient Communications Company,9,"$24,000","$24,000",-,-,"$32,000.00","1,147,154.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA005-F,YCBEA005F,1.25,"Albany-Schenectady-Troy, NY",Nextel Spectrum Acquisition Corp.,8,11000,11000,-,0,Winsome Paging Inc.,7,"$9,500","$6,175",0.35,-,"$12,000.00","1,147,154.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA005-FF,YCBEA005FF,1.25,"Albany-Schenectady-Troy, NY",Nextel Spectrum Acquisition Corp.,19,34000,34000,-,0,Winsome Paging Inc.,18,"$28,000","$18,200",0.35,-,"$37,000.00","1,147,154.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA006-D,YCBEA006D,1.25,"Syracuse, NY-PA",Nextel Spectrum Acquisition Corp.,27,210000,210000,-,0,Preferred Acquisitions Inc,25,"$175,000","$113,750",0.35,-,"$231,000.00","1,934,632.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA006-DD,YCBEA006DD,1.25,"Syracuse, NY-PA",Nextel Spectrum Acquisition Corp.,27,210000,210000,-,0,Preferred Acquisitions Inc,25,"$175,000","$113,750",0.35,-,"$231,000.00","1,934,632.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA006-E,YCBEA006E,1.25,"Syracuse, NY-PA",Nextel Spectrum Acquisition Corp.,27,210000,210000,-,0,Preferred Acquisitions Inc,25,"$175,000","$113,750",0.35,-,"$231,000.00","1,934,632.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA006-EE,YCBEA006EE,1.25,"Syracuse, NY-PA",Nextel Spectrum Acquisition Corp.,27,210000,210000,-,0,Preferred Acquisitions Inc,25,"$175,000","$113,750",0.35,-,"$231,000.00","1,934,632.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA006-F,YCBEA006F,1.25,"Syracuse, NY-PA",Nextel Spectrum Acquisition Corp.,27,210000,210000,-,0,Preferred Acquisitions Inc,25,"$175,000","$113,750",0.35,-,"$231,000.00","1,934,632.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA006-FF,YCBEA006FF,1.25,"Syracuse, NY-PA",Nextel Spectrum Acquisition Corp.,27,210000,210000,-,0,Preferred Acquisitions Inc,25,"$175,000","$113,750",0.35,-,"$231,000.00","1,934,632.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA007-D,YCBEA007D,1.25,"Rochester, NY-PA",Nextel Spectrum Acquisition Corp.,27,149000,149000,-,0,Preferred Acquisitions Inc,25,"$124,000","$80,600",0.35,-,"$164,000.00","1,457,846.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA007-DD,YCBEA007DD,1.25,"Rochester, NY-PA",Nextel Spectrum Acquisition Corp.,27,149000,149000,-,0,Preferred Acquisitions Inc,25,"$124,000","$80,600",0.35,-,"$164,000.00","1,457,846.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA007-E,YCBEA007E,1.25,"Rochester, NY-PA",Nextel Spectrum Acquisition Corp.,27,149000,149000,-,0,Preferred Acquisitions Inc,25,"$124,000","$80,600",0.35,-,"$164,000.00","1,457,846.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA007-EE,YCBEA007EE,1.25,"Rochester, NY-PA",Nextel Spectrum Acquisition Corp.,27,149000,149000,-,0,Preferred Acquisitions Inc,25,"$124,000","$80,600",0.35,-,"$164,000.00","1,457,846.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA007-F,YCBEA007F,1.25,"Rochester, NY-PA",Nextel Spectrum Acquisition Corp.,27,149000,149000,-,0,Preferred Acquisitions Inc,25,"$124,000","$80,600",0.35,-,"$164,000.00","1,457,846.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA007-FF,YCBEA007FF,1.25,"Rochester, NY-PA",Nextel Spectrum Acquisition Corp.,27,149000,149000,-,0,Preferred Acquisitions Inc,25,"$124,000","$80,600",0.35,-,"$164,000.00","1,457,846.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA008-D,YCBEA008D,1.25,"Buffalo-Niagara Falls, NY-PA",Nextel Spectrum Acquisition Corp.,27,102000,102000,-,0,Preferred Acquisitions Inc,25,"$85,000","$55,250",0.35,-,"$112,000.00","1,529,735.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA008-DD,YCBEA008DD,1.25,"Buffalo-Niagara Falls, NY-PA",Nextel Spectrum Acquisition Corp.,27,102000,102000,-,0,Preferred Acquisitions Inc,25,"$85,000","$55,250",0.35,-,"$112,000.00","1,529,735.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA008-E,YCBEA008E,1.25,"Buffalo-Niagara Falls, NY-PA",Nextel Spectrum Acquisition Corp.,27,102000,102000,-,0,Preferred Acquisitions Inc,25,"$85,000","$55,250",0.35,-,"$112,000.00","1,529,735.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA008-EE,YCBEA008EE,1.25,"Buffalo-Niagara Falls, NY-PA",Nextel Spectrum Acquisition Corp.,27,102000,102000,-,0,Preferred Acquisitions Inc,25,"$85,000","$55,250",0.35,-,"$112,000.00","1,529,735.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA008-F,YCBEA008F,1.25,"Buffalo-Niagara Falls, NY-PA",Nextel Spectrum Acquisition Corp.,27,102000,102000,-,0,Preferred Acquisitions Inc,25,"$85,000","$55,250",0.35,-,"$112,000.00","1,529,735.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA008-FF,YCBEA008FF,1.25,"Buffalo-Niagara Falls, NY-PA",Nextel Spectrum Acquisition Corp.,27,102000,102000,-,0,Preferred Acquisitions Inc,25,"$85,000","$55,250",0.35,-,"$112,000.00","1,529,735.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA009-D,YCBEA009D,1.25,"State College, PA",FCC,25,0,0,-,0,Preferred Acquisitions Inc,25,"$258,000","$167,700",0.35,-,"$215,000.00","798,826.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA009-DD,YCBEA009DD,1.25,"State College, PA",Nextel Spectrum Acquisition Corp.,27,124000,124000,-,0,Preferred Acquisitions Inc,25,"$103,000","$66,950",0.35,-,"$136,000.00","798,826.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA009-E,YCBEA009E,1.25,"State College, PA",Nextel Spectrum Acquisition Corp.,27,146000,146000,-,0,Preferred Acquisitions Inc,25,"$122,000","$79,300",0.35,-,"$161,000.00","798,826.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA009-EE,YCBEA009EE,1.25,"State College, PA",Nextel Spectrum Acquisition Corp.,27,146000,146000,-,0,Preferred Acquisitions Inc,25,"$122,000","$79,300",0.35,-,"$161,000.00","798,826.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA009-F,YCBEA009F,1.25,"State College, PA",Nextel Spectrum Acquisition Corp.,25,149000,149000,-,0,Motient Communications Company,24,"$124,000","$124,000",-,-,"$164,000.00","798,826.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA009-FF,YCBEA009FF,1.25,"State College, PA",Nextel Spectrum Acquisition Corp.,27,146000,146000,-,0,Preferred Acquisitions Inc,25,"$122,000","$79,300",0.35,-,"$161,000.00","798,826.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA010-D,YCBEA010D,1.25,New York-North New Jersey-Long,Nextel Spectrum Acquisition Corp.,27,2381000,2381000,-,0,"Southern Communications Services, Inc",19,"$2,069,000","$2,069,000",-,-,"$2,619,000.00","23,919,008.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA010-DD,YCBEA010DD,1.25,New York-North New Jersey-Long,Nextel Spectrum Acquisition Corp.,27,2381000,2381000,-,0,"Southern Communications Services, Inc",19,"$2,069,000","$2,069,000",-,-,"$2,619,000.00","23,919,008.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA010-E,YCBEA010E,1.25,New York-North New Jersey-Long,Nextel Spectrum Acquisition Corp.,27,2381000,2381000,-,0,"Southern Communications Services, Inc",19,"$2,069,000","$2,069,000",-,-,"$2,619,000.00","23,919,008.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA010-EE,YCBEA010EE,1.25,New York-North New Jersey-Long,Nextel Spectrum Acquisition Corp.,27,2381000,2381000,-,0,"Southern Communications Services, Inc",19,"$2,069,000","$2,069,000",-,-,"$2,619,000.00","23,919,008.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA010-F,YCBEA010F,1.25,New York-North New Jersey-Long,Nextel Spectrum Acquisition Corp.,27,2381000,2381000,-,0,"Southern Communications Services, Inc",19,"$2,069,000","$2,069,000",-,-,"$2,619,000.00","23,919,008.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA010-FF,YCBEA010FF,1.25,New York-North New Jersey-Long,Nextel Spectrum Acquisition Corp.,27,2381000,2381000,-,0,"Southern Communications Services, Inc",19,"$2,069,000","$2,069,000",-,-,"$2,619,000.00","23,919,008.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA011-D,YCBEA011D,1.25,"Harrisburg-Lebanon-Carlisle, P",Nextel Spectrum Acquisition Corp.,27,80000,80000,-,0,Preferred Acquisitions Inc,25,"$67,000","$43,550",0.35,-,"$88,000.00","1,026,459.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA011-DD,YCBEA011DD,1.25,"Harrisburg-Lebanon-Carlisle, P",FCC,42,0,0,-,0,Motient Communications Company,42,"$251,000","$251,000",-,-,"$209,000.00","1,026,459.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA011-E,YCBEA011E,1.25,"Harrisburg-Lebanon-Carlisle, P",Motient Communications Company,44,92000,92000,-,0,Nextel Spectrum Acquisition Corp.,27,"$80,000","$80,000",-,-,"$101,000.00","1,026,459.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA011-EE,YCBEA011EE,1.25,"Harrisburg-Lebanon-Carlisle, P",Nextel Spectrum Acquisition Corp.,27,80000,80000,-,0,Preferred Acquisitions Inc,25,"$67,000","$43,550",0.35,-,"$88,000.00","1,026,459.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA011-F,YCBEA011F,1.25,"Harrisburg-Lebanon-Carlisle, P",Nextel Spectrum Acquisition Corp.,33,310000,310000,-,0,Motient Communications Company,32,"$258,000","$258,000",-,-,"$341,000.00","1,026,459.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA011-FF,YCBEA011FF,1.25,"Harrisburg-Lebanon-Carlisle, P",Nextel Spectrum Acquisition Corp.,31,238000,238000,-,0,Preferred Acquisitions Inc,25,"$206,000","$133,900",0.35,-,"$262,000.00","1,026,459.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA012-D,YCBEA012D,1.25,Philadelphia-Wilmington-Atlant,Nextel Spectrum Acquisition Corp.,29,1240000,1240000,-,0,"Southern Communications Services, Inc",19,"$1,078,000","$1,078,000",-,-,"$1,364,000.00","6,915,860.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA012-DD,YCBEA012DD,1.25,Philadelphia-Wilmington-Atlant,Nextel Spectrum Acquisition Corp.,20,1078000,1078000,-,0,"Southern Communications Services, Inc",19,"$898,000","$898,000",-,-,"$1,186,000.00","6,915,860.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA012-E,YCBEA012E,1.25,Philadelphia-Wilmington-Atlant,Nextel Spectrum Acquisition Corp.,20,1078000,1078000,-,0,"Southern Communications Services, Inc",19,"$898,000","$898,000",-,-,"$1,186,000.00","6,915,860.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA012-EE,YCBEA012EE,1.25,Philadelphia-Wilmington-Atlant,Nextel Spectrum Acquisition Corp.,21,1294000,1294000,-,0,"Southern Communications Services, Inc",19,"$1,078,000","$1,078,000",-,-,"$1,423,000.00","6,915,860.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA012-F,YCBEA012F,1.25,Philadelphia-Wilmington-Atlant,Nextel Spectrum Acquisition Corp.,23,1261000,1261000,-,0,"Southern Communications Services, Inc",19,"$1,078,000","$1,078,000",-,-,"$1,387,000.00","6,915,860.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA012-FF,YCBEA012FF,1.25,Philadelphia-Wilmington-Atlant,Nextel Spectrum Acquisition Corp.,20,1078000,1078000,-,0,"Southern Communications Services, Inc",19,"$898,000","$898,000",-,-,"$1,186,000.00","6,915,860.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA013-D,YCBEA013D,1.25,"Washington-Baltimore, DC-MD-VA",Preferred Acquisitions Inc,48,3142000,2042300,0.35,0,Nextel Spectrum Acquisition Corp.,31,"$2,732,000","$2,732,000",-,-,"$3,456,000.00","7,454,633.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA013-DD,YCBEA013DD,1.25,"Washington-Baltimore, DC-MD-VA",Nextel Spectrum Acquisition Corp.,31,2728000,2728000,-,0,"Southern Communications Services, Inc",30,"$2,273,000","$2,273,000",-,-,"$3,001,000.00","7,454,633.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA013-E,YCBEA013E,1.25,"Washington-Baltimore, DC-MD-VA",Nextel Spectrum Acquisition Corp.,31,2732000,2732000,-,0,"Southern Communications Services, Inc",30,"$2,277,000","$2,277,000",-,-,"$3,005,000.00","7,454,633.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA013-EE,YCBEA013EE,1.25,"Washington-Baltimore, DC-MD-VA",Preferred Acquisitions Inc,33,2665000,1732250,0.35,0,"Southern Communications Services, Inc",30,"$2,277,000","$2,277,000",-,-,"$2,932,000.00","7,454,633.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA013-F,YCBEA013F,1.25,"Washington-Baltimore, DC-MD-VA",Preferred Acquisitions Inc,33,2665000,1732250,0.35,0,"Southern Communications Services, Inc",30,"$2,277,000","$2,277,000",-,-,"$2,932,000.00","7,454,633.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA013-FF,YCBEA013FF,1.25,"Washington-Baltimore, DC-MD-VA",Preferred Acquisitions Inc,33,2665000,1732250,0.35,0,"Southern Communications Services, Inc",30,"$2,277,000","$2,277,000",-,-,"$2,932,000.00","7,454,633.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA014-D,YCBEA014D,1.25,"Salisbury, MD-DE-VA",Motient Communications Company,30,67000,67000,-,0,Nextel Spectrum Acquisition Corp.,29,"$56,000","$56,000",-,-,"$74,000.00","290,800.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA014-DD,YCBEA014DD,1.25,"Salisbury, MD-DE-VA",Nextel Spectrum Acquisition Corp.,18,59000,59000,-,0,Motient Communications Company,17,"$49,000","$49,000",-,-,"$65,000.00","290,800.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA014-E,YCBEA014E,1.25,"Salisbury, MD-DE-VA",Nextel Spectrum Acquisition Corp.,39,37000,37000,-,0,"A.R.C., Inc.",38,"$31,000","$20,150",0.35,-,"$41,000.00","290,800.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA014-EE,YCBEA014EE,1.25,"Salisbury, MD-DE-VA",Nextel Spectrum Acquisition Corp.,35,26000,26000,-,0,"A.R.C., Inc.",34,"$22,000","$14,300",0.35,-,"$29,000.00","290,800.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA014-F,YCBEA014F,1.25,"Salisbury, MD-DE-VA","A.R.C., Inc.",42,31000,20150,0.35,0,Nextel Spectrum Acquisition Corp.,41,"$26,000","$26,000",-,-,"$34,000.00","290,800.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA014-FF,YCBEA014FF,1.25,"Salisbury, MD-DE-VA",Nextel Spectrum Acquisition Corp.,27,42000,42000,-,0,Motient Communications Company,26,"$35,000","$35,000",-,-,"$46,000.00","290,800.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA015-D,YCBEA015D,1.25,"Richmond-Petersburg, VA",Preferred Acquisitions Inc,48,393000,255450,0.35,0,Nextel Spectrum Acquisition Corp.,43,"$339,000","$339,000",-,-,"$432,000.00","1,247,627.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA015-DD,YCBEA015DD,1.25,"Richmond-Petersburg, VA",Nextel Spectrum Acquisition Corp.,43,404000,404000,-,0,Preferred Acquisitions Inc,42,"$337,000","$219,050",0.35,-,"$444,000.00","1,247,627.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA015-E,YCBEA015E,1.25,"Richmond-Petersburg, VA","A.R.C., Inc.",35,167000,108550,0.35,0,Nextel Spectrum Acquisition Corp.,28,"$145,000","$145,000",-,-,"$184,000.00","1,247,627.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA015-EE,YCBEA015EE,1.25,"Richmond-Petersburg, VA",Preferred Acquisitions Inc,40,890000,578500,0.35,0,Nextel Spectrum Acquisition Corp.,39,"$742,000","$742,000",-,-,"$979,000.00","1,247,627.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA015-F,YCBEA015F,1.25,"Richmond-Petersburg, VA",Preferred Acquisitions Inc,42,311000,202150,0.35,0,Nextel Spectrum Acquisition Corp.,41,"$259,000","$259,000",-,-,"$342,000.00","1,247,627.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA015-FF,YCBEA015FF,1.25,"Richmond-Petersburg, VA",Preferred Acquisitions Inc,42,449000,291850,0.35,0,Nextel Spectrum Acquisition Corp.,41,"$374,000","$374,000",-,-,"$494,000.00","1,247,627.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA016-D,YCBEA016D,1.25,"Staunton, VA-WV",Preferred Acquisitions Inc,48,152000,98800,0.35,0,Nextel Spectrum Acquisition Corp.,45,"$128,000","$128,000",-,-,"$167,000.00","301,626.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA016-DD,YCBEA016DD,1.25,"Staunton, VA-WV",Preferred Acquisitions Inc,44,71000,46150,0.35,0,Preferred Acquisitions Inc,42,"$59,000","$38,350",0.35,-,"$78,000.00","301,626.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA016-E,YCBEA016E,1.25,"Staunton, VA-WV",Preferred Acquisitions Inc,44,71000,46150,0.35,0,Preferred Acquisitions Inc,42,"$59,000","$38,350",0.35,-,"$78,000.00","301,626.00"
34,"FCC ""Closed""  800 MHz General Category Auction #34",76,YC-BEA016-EE,YCBEA016EE,1.25,"Staunton, VA-WV",Preferred Acquisitions Inc,48,62000,40300,0.35,0,Nextel Spectrum Acquisition Corp.,47,"$52,000","$52,000",-,-,"$68,000.00","301,626.00"
